0.25,0.44531
0.5,0.44531
0.75,0.44531
1,0.44531
1.25,0.44531
1.5,0.44531
1.75,0.44531
2,0.44531
2.25,0.44531
2.5,0.44531
2.75,0.44531
3,0.44531
3.25,0.44531
3.5,0.44531
3.75,0.44531
4,0.44531
4.25,0.44531
4.5,0.44531
4.75,0.44531
5,0.44531
5.25,0.44531
5.5,0.44531
5.75,0.44531
6,0.44531
6.25,0.44531
6.5,0.44531
6.75,0.44531
7,0.44531
7.25,0.44531
7.5,0.44531
7.75,0.44531
8,0.44531
8.25,0.44531
8.5,0.44531
8.75,0.44531
9,0.44531
9.25,0.44531
9.5,0.44531
9.75,0.44531
10,0.44531
10.25,0.44531
10.5,0.44531
10.75,0.44531
11,0.44531
11.25,0.44531
11.5,0.44531
11.75,0.44531
12,0.44531
12.25,0.44531
12.5,0.44531
12.75,0.44531
13,0.44531
13.25,0.44531
13.5,0.44531
13.75,0.44531
14,0.44531
14.25,0.44531
14.5,0.44531
14.75,0.44531
15,0.44531
15.25,0.44531
15.5,0.44531
15.75,0.44531
16,0.44531
16.25,0.44531
16.5,0.44531
16.75,0.44531
17,0.44531
17.25,0.44531
17.5,0.44531
17.75,0.44531
18,0.44531
18.25,0.44531
18.5,0.44531
18.75,0.44531
19,0.44531
19.25,0.44531
19.5,0.44531
19.75,0.44531
20,0.44531
20.25,0.44531
20.5,0.44531
20.75,0.44531
21,0.44531
21.25,0.44531
21.5,0.44531
21.75,0.44531
22,0.44531
22.25,0.44531
22.5,0.44531
22.75,0.44531
23,0.44531
23.25,0.44531
23.5,0.44531
23.75,0.44531
24,0.44531
24.25,0.44531
24.5,0.44531
24.75,0.44531
25,0.46875
25.25,0.46875
25.5,0.46875
25.75,0.46875
26,0.46875
26.25,0.46875
26.5,0.46875
26.75,0.46875
27,0.46875
27.25,0.46875
27.5,0.46875
27.75,0.46875
28,0.46875
28.25,0.46875
28.5,0.46875
28.75,0.46875
29,0.46875
29.25,0.46875
29.5,0.46875
29.75,0.46875
30,0.46875
30.25,0.46875
30.5,0.46875
30.75,0.46875
31,0.46875
31.25,0.46875
31.5,0.46875
31.75,0.46875
32,0.46875
32.25,0.46875
32.5,0.46875
32.75,0.46875
33,0.46875
33.25,0.46875
33.5,0.46875
33.75,0.46875
34,0.46875
34.25,0.46875
34.5,0.46875
34.75,0.44531
35,0.44531
35.25,0.44531
35.5,0.44531
35.75,0.44531
36,0.44531
36.25,0.44531
36.5,0.44531
36.75,0.44531
37,0.44531
37.25,0.44531
37.5,0.44531
37.75,0.44531
38,0.44531
38.25,0.44531
38.5,0.44531
38.75,0.44531
39,0.44531
39.25,0.44531
39.5,0.42188
39.75,0.42188
40,0.42188
40.25,0.42188
40.5,0.42188
40.75,0.42188
41,0.42188
41.25,0.42188
41.5,0.42188
41.75,0.42188
42,0.42188
42.25,0.44531
42.5,0.44531
42.75,0.44531
43,0.44531
43.25,0.44531
43.5,0.44531
43.75,0.86719
44,0.86719
44.25,0.86719
44.5,0.86719
44.75,1.4063
45,1.4063
45.25,1.4063
45.5,1.4063
45.75,1.4063
46,1.4063
46.25,1.4063
46.5,1.4063
46.75,1.4063
47,1.4063
47.25,1.4063
47.5,1.4063
47.75,1.4063
48,1.4063
48.25,1.4063
48.5,1.4063
48.75,1.4063
49,1.4063
49.25,1.4063
49.5,1.4063
49.75,1.4063
50,1.3828
50.25,1.3828
50.5,1.3828
50.75,1.3828
51,1.3828
51.25,1.3828
51.5,1.3828
51.75,1.3828
52,1.3828
52.25,1.3828
52.5,0.39844
52.75,0.39844
53,0.39844
53.25,0.39844
53.5,0.39844
53.75,0.39844
54,0.39844
54.25,0.39844
54.5,0.39844
54.75,0.42188
55,0.42188
55.25,0.42188
55.5,0.42188
55.75,0.42188
56,0.42188
56.25,0.44531
56.5,0.44531
56.75,0.44531
57,0.44531
57.25,0.44531
57.5,0.44531
57.75,0.44531
58,0.44531
58.25,0.44531
58.5,0.44531
58.75,0.44531
59,0.44531
59.25,0.44531
59.5,0.44531
59.75,0.44531
60,0.44531
60.25,0.44531
60.5,0.44531
60.75,0.44531
61,0.44531
61.25,0.44531
61.5,0.44531
61.75,0.44531
62,0.44531
62.25,0.44531
62.5,0.44531
62.75,0.44531
63,0.44531
63.25,0.44531
63.5,0.44531
63.75,0.44531
64,0.44531
64.25,0.44531
64.5,0.44531
64.75,0.44531
65,0.44531
65.25,0.44531
65.5,0.44531
65.75,0.44531
66,0.44531
66.25,0.44531
66.5,0.44531
66.75,0.44531
67,0.44531
67.25,0.44531
67.5,0.44531
67.75,0.44531
68,0.44531
68.25,0.44531
68.5,0.44531
68.75,0.44531
69,0.44531
69.25,0.44531
69.5,0.44531
69.75,0.44531
70,0.44531
70.25,0.44531
70.5,0.44531
70.75,0.44531
71,0.44531
71.25,0.44531
71.5,0.44531
71.75,0.44531
72,0.44531
72.25,0.44531
72.5,0.44531
72.75,0.44531
73,0.44531
73.25,0.44531
73.5,0.44531
73.75,0.44531
74,0.44531
74.25,0.44531
74.5,0.44531
74.75,0.44531
75,0.44531
75.25,0.44531
75.5,0.44531
75.75,0.44531
76,0.44531
76.25,0.44531
76.5,0.44531
76.75,0.44531
77,0.89063
77.25,0.89063
77.5,0.89063
77.75,0.89063
78,0.46875
78.25,0.46875
78.5,0.46875
78.75,0.46875
79,0.46875
79.25,0.46875
79.5,0.46875
79.75,0.46875
80,0.46875
80.25,0.46875
80.5,0.46875
80.75,0.46875
81,0.46875
81.25,0.86719
81.5,0.86719
81.75,0.86719
82,0.86719
82.25,0.86719
82.5,0.86719
82.75,0.86719
83,0.86719
83.25,0.86719
83.5,0.86719
83.75,0.84375
84,0.84375
84.25,0.42188
84.5,0.42188
84.75,0.39844
85,0.39844
85.25,0.39844
85.5,0.39844
85.75,0.39844
86,0.39844
86.25,0.39844
86.5,0.39844
86.75,0.39844
87,0.39844
87.25,0.39844
87.5,0.39844
87.75,0.39844
88,0.42188
88.25,0.42188
88.5,0.42188
88.75,0.42188
89,0.42188
89.25,0.42188
89.5,0.42188
89.75,0.42188
90,0.42188
90.25,0.42188
90.5,0.42188
90.75,0.42188
91,0.42188
91.25,0.42188
91.5,0.44531
91.75,0.44531
92,0.44531
92.25,0.44531
92.5,0.44531
92.75,0.44531
93,0.44531
93.25,0.44531
93.5,0.44531
93.75,0.44531
94,0.44531
94.25,0.44531
94.5,0.44531
94.75,0.44531
95,0.44531
95.25,0.44531
95.5,0.44531
95.75,0.44531
96,0.44531
96.25,0.44531
96.5,0.44531
96.75,0.44531
97,0.44531
97.25,0.44531
97.5,0.44531
97.75,0.44531
98,0.44531
98.25,0.44531
98.5,0.44531
98.75,0.44531
99,0.44531
99.25,0.44531
99.5,0.44531
99.75,0.44531
100,0.44531
100.25,0.44531
100.5,0.44531
100.75,0.44531
101,0.44531
101.25,0.44531
101.5,0.44531
101.75,0.44531
102,0.44531
102.25,0.44531
102.5,0.44531
102.75,0.44531
103,0.44531
103.25,0.44531
103.5,0.44531
103.75,0.44531
104,0.44531
104.25,0.44531
104.5,0.44531
104.75,0.44531
105,0.44531
105.25,0.44531
105.5,0.44531
105.75,0.44531
106,0.44531
106.25,0.44531
106.5,0.44531
106.75,0.44531
107,0.44531
107.25,0.44531
107.5,0.44531
107.75,0.44531
108,0.44531
108.25,0.44531
108.5,0.44531
108.75,0.44531
109,0.44531
109.25,0.44531
109.5,0.44531
109.75,0.44531
110,0.44531
110.25,0.44531
110.5,0.44531
110.75,0.44531
111,0.44531
111.25,0.46875
111.5,0.46875
111.75,0.46875
112,0.46875
112.25,0.46875
112.5,0.46875
112.75,0.46875
113,0.46875
113.25,0.46875
113.5,0.46875
113.75,0.46875
114,0.46875
114.25,0.46875
114.5,0.46875
114.75,0.44531
115,0.44531
115.25,0.44531
115.5,0.44531
115.75,0.44531
116,0.86719
116.25,0.86719
116.5,0.86719
116.75,0.86719
117,0.86719
117.25,0.86719
117.5,0.86719
117.75,0.86719
118,0.86719
118.25,0.86719
118.5,0.86719
118.75,0.86719
119,0.86719
119.25,0.86719
119.5,0.86719
119.75,0.86719
120,0.86719
